empid,FirstName,LastName,gender,Job Title Description,Hire Date,Rehire Date,Termination Date,Termination Reason Description,City,State,Zip,Business Unit Code,Pay Frequency,BirthDate,RegularPayRate,Scheduled Hours,Pay Grade Description,FLSA Code,Protected Veteran Status,Voluntary Involuntary Termination Flag,Home Department Code,Standard Hours,Years of Service,Position Status,Location Code,isTerm_F,is90_Day_Rookie_F,isOneYear_Rookie_F
2778,,,Female,Dir. Pastoral Care,6/1/16,NULL,NULL,,Rochester,NY,14609,1710,Biweekly,1/1/53,,40,"96- Director, 9% Target Bonus",E,I am not a protected veteran,,173831,80,"1 year, 8 months",Active,11000,0,0,0
2783,,,Female,Chief Receptionist,3/5/90,NULL,NULL,,Penfield,NY,14526,1864,Weekly,1/1/58,,40,22,N,,,183816,,"27 year, 11 months",Active,11000,0,0,0
2784,,,Female,CNA SACC,11/27/17,NULL,NULL,,Rochester,NY,14618,2600,Weekly,1/1/96,,16,22,N,I am not a protected veteran,,260405,,"0 year, 2 months",Active,20000,0,0,0
2786,,,Female,RN WTCC1,3/6/17,NULL,NULL,,Rochester,NY,14622,1614,Weekly,1/1/84,,40,30,N,I am not a protected veteran,,161137,,"0 year, 11 months",Active,16110,0,0,0
2788,,,Female,CNA 2nd Flr,8/6/12,NULL,NULL,,Rochester,NY,14621,1622,Weekly,1/1/68,,37.5,22,N,,,162952,,"5 year, 6 months",Active,11000,0,0,0
2789,,,Male,P&E Mechanic,5/9/05,NULL,NULL,,Rochester,NY,14624,1822,Weekly,1/1/85,,37.5,25,N,,,182207,,"12 year, 9 months",Active,11000,0,0,0
2791,,,Male,Clinical Informatics Coord,6/1/09,NULL,NULL,,Wolcott,NY,14590,1866,Biweekly,1/1/78,,40,31,E,,,183192,80,"8 year, 8 months",Active,11000,0,0,0
2803,,,Female,Clerk - Cafe Rizzo,5/2/16,NULL,NULL,,Rochester,NY,14609,1838,Weekly,1/1/49,,12,20,N,I am not a protected veteran,,183986,,"1 year, 9 months",Active,11000,0,0,0
2821,,,Female,Resident Care Aide - Rainier Grove,5/5/14,NULL,NULL,,Walworth,NY,14568,6870,Weekly,1/1/95,,15,21,N,,,660195,,"3 year, 9 months",Active,60000,0,0,0
2823,,,Female,C/R Activities Coordinator,7/1/15,NULL,NULL,,Fairport,NY,14450,6880,Weekly,1/1/75,,29,24,N,I am not a protected veteran,,672602,,"2 year, 7 months",Active,60000,0,0,0
2825,,,Female,Nurse Practitioner,6/5/17,NULL,NULL,,Rochester,NY,14618,1740,Biweekly,1/1/69,,40,35,E,I am not a protected veteran,,174102,80,"0 year, 8 months",Active,11000,0,0,0
2837,,,Female,WTCC2 Nurse Manager,5/22/17,NULL,NULL,,West Henrietta,NY,14586,1615,Biweekly,1/1/60,,40,32,E,I am not a protected veteran,,161217,80,"0 year, 8 months",Active,16120,0,0,0
2838,,,Female,CNA 2nd Flr,8/7/17,NULL,NULL,,Rochester,NY,14613,1622,Weekly,1/1/95,,37.5,22,N,I am not a protected veteran,,162952,,"0 year, 6 months",Active,11000,0,0,0
2839,,,Female,CNA WTCC2,9/24/01,NULL,NULL,,Rochester,NY,14609,1615,Weekly,1/1/61,,40,22,N,,,161257,,"16 year, 4 months",Active,16120,0,0,0
2848,,,Female,Lead Retail Service Assoc. Bis,10/16/06,7/22/13,NULL,,Rochester,NY,14615,1828,Weekly,1/1/87,,37.5,22,N,I am not a protected veteran,,182375,,"4 year, 6 months",Active,11000,0,0,0
2850,,,Female,7th Flr Nurse Manager,9/14/09,NULL,NULL,,Rochester,NY,14608,1627,Biweekly,1/1/63,,40,33,E,,,162712,80,"8 year, 5 months",Active,11000,0,0,0
2863,,,Female,C/R MC LPN Supervisor,3/19/12,NULL,NULL,,East Rochester,NY,14445,6870,Weekly,1/1/51,,24,28,N,I identify myself as one or more of the classifications of protected veteran,,660194,,"5 year, 10 months",Active,60000,0,0,0
2869,,,Male,Laundry Worker,3/14/16,NULL,NULL,,Rochester,NY,14608,1825,Weekly,1/1/92,,37.5,20,N,I am not a protected veteran,,182507,,"1 year, 11 months",Active,11000,0,0,0
2871,,,Female,CNA 9th Flr,11/28/11,NULL,NULL,,Rochester,NY,14609,1629,Weekly,1/1/85,,20,22,N,,,161652,,"6 year, 2 months",Active,11000,0,0,0
2875,,,Female,Per Diem Occup. Therapist,4/17/17,NULL,4/20/18,Elimination of Pos,Irondequoit,NY,14609,1734,Weekly,1/1/93,,1,74- Per Diem: PT/OT/Speech Path,N,I am not a protected veteran,,173402,,"0 year, 9 months",Active,11000,1,0,0
2876,,,Female,Resident Care Aide - The Glen,10/24/16,NULL,NULL,,Rochester,NY,14615,6865,Weekly,1/1/94,,11.5,21,N,I am not a protected veteran,,660225,,"1 year, 3 months",Active,60000,0,0,0
2882,,,Male,WTCC Social Worker,8/10/09,NULL,NULL,,Rochester,NY,14623,1770,Biweekly,1/1/54,,40,23,E,,,173802,80,"8 year, 6 months",Active,11000,0,0,0
2884,,,Male,President/CEO,9/7/10,NULL,NULL,,Webster,NY,14580,1830,Biweekly,1/1/66,,40,"99- CEO/President, 25% Target Bonus",E,,,183501,80,"7 year, 5 months",Active,11000,0,0,0
2885,,,Male,C/R Food Service Lead,4/14/11,NULL,NULL,,Rochester,NY,14621,6840,Weekly,1/1/62,,37.5,23,N,,,682117,,"6 year, 10 months",Active,60000,0,0,0
2887,,,Male,Env Serv Supervisor,11/13/13,NULL,NULL,,Rochester,NY,14617,1824,Biweekly,1/1/74,,40,26,E,,,182401,80,"4 year, 3 months",Active,11000,0,0,0
2891,,,Male,Stationary Engineer,1/19/15,NULL,NULL,,Rochester,NY,14617,18221,Weekly,1/1/63,,40,29,N,I am not a protected veteran,,182217,,"3 year, 0 month",Active,11000,0,0,0
2895,,,Male,CSR Technician,10/12/15,NULL,NULL,,Rochester,NY,14625,1726,Weekly,1/1/88,,5,22,N,I am not a protected veteran,,172005,,"2 year, 4 months",Active,11000,0,0,0
2896,,,Male,CIO,5/8/17,NULL,NULL,,Victor,NY,14564,1866,Biweekly,1/1/58,,40,"96- Director, 9% Target Bonus",E,I am not a protected veteran,,183191,80,"0 year, 9 months",Active,11000,0,0,0
2897,,,Male,Driver,1/22/18,NULL,NULL,,Rochester,NY,14626,3660,Weekly,1/1/55,,12,21,N,I am not a protected veteran,,160837,,"0 year, 0 month",Active,11000,0,0,0
2913,,,Female,Coord. Support Services,3/26/01,8/22/05,NULL,,Williamson,NY,14589,3660,Biweekly,1/1/78,,40,26,E,,,160832,80,"12 year, 5 months",Active,11000,0,0,0
2916,,,Female,Bookkeeper/Account Rep,12/12/11,NULL,NULL,,Rochester,NY,14622,1862,Weekly,1/1/66,,40,25,N,,,183106,,"6 year, 2 months",Active,11000,0,0,0
2917,,,Female,Per Diem Speech Path,4/8/13,NULL,4/20/18,Elimination of Pos,Webster,NY,14580,1735,Weekly,1/1/69,,1,74- Per Diem: PT/OT/Speech Path,N,,,173502,,"4 year, 10 months",Active,11000,1,0,0
2918,,,Female,Protective Svc Officer,9/14/15,NULL,NULL,,Rochester,NY,14616,1826,Weekly,1/1/62,,40,21,N,I am not a protected veteran,,182607,,"2 year, 5 months",Active,11000,0,0,0
2920,,,Female,Nursing Supervisor,3/6/17,NULL,NULL,,Webster,NY,14580,2600,Weekly,1/1/71,,40,32,N,I am not a protected veteran,,260402,,"0 year, 11 months",Active,20000,0,0,0
2925,,,Female,Per Diem Speech Path,10/23/07,NULL,NULL,,Rochester,NY,14612,1735,Weekly,1/1/72,,1,74- Per Diem: PT/OT/Speech Path,N,,,173502,,"10 year, 3 months",Active,11000,0,0,0
2927,,,Female,CNA SACC,11/19/07,6/18/12,NULL,,Webster,NY,14580,2600,Weekly,1/1/70,,37.5,22,N,,,260405,,"5 year, 7 months",Active,20000,0,0,0
2930,,,Female,Quality Management Representative,4/6/09,NULL,NULL,,Rochester,NY,14626,1854,Weekly,1/1/79,,40,24,N,,,183582,,"8 year, 10 months",Active,11000,0,0,0
2938,,,Female,HR Service Coordinator,3/19/12,NULL,NULL,,Rochester,NY,14618,1852,Biweekly,1/1/85,,40,28,E,,,183912,80,"5 year, 10 months",Active,11000,0,0,0
2940,,,Female,Per Diem Occup. Therapist,10/8/12,NULL,NULL,,Penfield,NY,14526,1734,Weekly,1/1/71,,1,74- Per Diem: PT/OT/Speech Path,N,,,173402,,"5 year, 4 months",Active,11000,0,0,0
2945,,,Female,CNA SACC,8/10/15,NULL,NULL,,Rochester,NY,14615,2600,Weekly,1/1/68,,37.5,22,N,I am not a protected veteran,,260405,,"2 year, 6 months",Active,20000,0,0,0
2946,,,Female,Staff RN LCC,10/17/16,NULL,NULL,,Pittsford,NY,14534,1604,Weekly,1/1/66,,40,30,N,"I am a protected veteran, but I choose not to self-identify the classification to which I belong",,160413,,"1 year, 3 months",Active,16040,0,0,0
2958,,,Female,LPN 9th Flr,5/11/87,NULL,NULL,,Rochester,NY,14611,1629,Weekly,1/1/66,,40,26,N,,,161642,,"30 year, 9 months",Active,11000,0,0,0
2963,,,Female,C/R Waitstaff,7/25/16,NULL,NULL,,Rochester,NY,14621,6845,Weekly,1/1/98,,20,20,N,I am not a protected veteran,,682127,,"1 year, 6 months",Active,60000,0,0,0
2965,,,Female,Resident Care Aide - The Glen,11/18/13,NULL,NULL,,Rochester,NY,14606,6865,Weekly,1/1/92,,19.5,21,N,,,660225,,"4 year, 2 months",Active,60000,0,0,0
2972,,,Female,Resident Care Aide - Rainier Grove,6/20/11,NULL,NULL,,Webster,NY,14580,6870,Weekly,1/1/60,,15,21,N,,,660195,,"6 year, 7 months",Active,60000,0,0,0
2980,,,Female,CNA 4th Flr,2/5/18,NULL,NULL,,Rochester,NY,14621,1624,Weekly,1/1/93,,37.5,22,N,I am not a protected veteran,,162452,,"0 year, 0 month",Active,11000,0,0,0
2981,,,Female,C/O Wellness Coach,9/15/17,NULL,NULL,,Caledonia,NY,14423,4838,Weekly,1/1/94,,37.5,23,N,I am not a protected veteran,,483832,,"0 year, 5 months",Active,40000,0,0,0
2983,,,Female,CNA 3rd Flr,3/6/17,NULL,NULL,,Rochester,NY,14609,1623,Weekly,1/1/68,,40,22,N,I am not a protected veteran,,162352,,"0 year, 11 months",Active,11000,0,0,0
2988,,,Female,CNA 5th Flr,1/22/18,NULL,1/26/18,Failed pre-emp test,Rochester,NY,14609,1625,Weekly,1/1/93,,16,22,N,I am not a protected veteran,Involuntary,162552,,"0 year, 0 month",Terminated,11000,1,1,1
2995,,,Female,LPN WTCC3,7/8/02,NULL,NULL,,Rochester,NY,14606,1618,Weekly,1/1/69,,40,26,N,I am not a protected veteran,,161347,,"15 year, 7 months",Active,16130,0,0,0
2997,,,Female,LPN 6th Flr,5/6/13,NULL,NULL,,Rochester,NY,14611,1626,Weekly,1/1/83,,16,26,N,,,162642,,"4 year, 9 months",Active,11000,0,0,0
2998,,,Female,CNA 5th Flr,6/4/12,NULL,NULL,,North Chili,NY,14514,1625,Weekly,1/1/74,,37.5,22,N,,,162552,,"5 year, 8 months",Active,11000,0,0,0
2999,,,Female,CNA 6th Flr,4/16/12,NULL,NULL,,Rochester,NY,14605,1626,Weekly,1/1/76,,20,22,N,,,162652,,"5 year, 10 months",Active,11000,0,0,0
3002,,,Female,Diet Technician,8/13/01,NULL,NULL,,Rochester,NY,14626,1840,Weekly,1/1/61,,37.5,25,N,,,182102,,"16 year, 6 months",Active,11000,0,0,0
3005,,,Female,RN WTCC1,10/6/03,NULL,NULL,,Ontario,NY,14519,1614,Weekly,1/1/69,,40,30,N,,,161137,,"14 year, 4 months",Active,16110,0,0,0
3006,,,Female,C/R Waitstaff,10/30/06,NULL,NULL,,Webster,NY,14580,6845,Weekly,1/1/61,,20,20,N,,,682127,,"11 year, 3 months",Active,60000,0,0,0
3009,,,Female,Healthcare Services Coordinator,11/26/07,NULL,2/13/18,Another Job,Rochester,NY,14616,1852,Biweekly,1/1/59,,40,31,E,,,183912,80,"10 year, 2 months",Active,11000,1,0,0
3014,,,Female,C/R Activities Coordinator,11/11/14,NULL,NULL,,Fairport,NY,14450,6880,Weekly,1/1/52,,1,24,N,I am not a protected veteran,,672602,,"3 year, 3 months",Active,60000,0,0,0
3020,,,Female,PM Dining Service Assistant,10/23/17,NULL,NULL,,Rochester,NY,14609,1814,Weekly,1/1/99,,17.5,20,N,I am not a protected veteran,,181173,,"0 year, 3 months",Active,11000,0,0,0
3021,,,Female,Speech Pathologist,10/23/17,NULL,NULL,,Rochester,NY,14617,1735,Biweekly,1/1/92,,40,32,E,I am not a protected veteran,,173502,80,"0 year, 3 months",Active,11000,0,0,0
3022,,,Female,LPN 5th Flr,2/5/18,NULL,NULL,,rochester,NY,14609,1625,Weekly,1/1/67,,20,26,N,I am not a protected veteran,,162512,,"0 year, 0 month",Active,11000,0,0,0
3024,,,Female,C/R Waitstaff,3/20/17,NULL,NULL,,Webster,NY,14580,6845,Weekly,1/1/98,,20,20,N,I am not a protected veteran,,682127,,"0 year, 10 months",Active,60000,0,0,0
3027,,,Female,CNA WTCC2,8/6/12,NULL,NULL,,Rochester,NY,14616,1615,Weekly,1/1/94,,20,22,N,,,161257,,"5 year, 6 months",Active,16120,0,0,0
3033,,,Female,Env Svc Assistant,9/8/09,NULL,NULL,,Rochester,NY,14609,1824,Weekly,1/1/56,,37.5,20,N,,,182407,,"8 year, 5 months",Active,11000,0,0,0
3035,,,Female,Sr. LPN 6th Floor,6/12/00,NULL,NULL,,Rochester,NY,14609,1626,Weekly,1/1/71,,40,28,N,,,162632,,"17 year, 8 months",Active,11000,0,0,0
3037,,,Female,Asst. Director of Nursing - SA,11/1/10,4/21/14,NULL,,Rochester,NY,14612,1601,Biweekly,1/1/79,,40,"96- Director, 9% Target Bonus",E,,,160101,80,"3 year, 9 months",Active,11000,0,0,0
3044,,,Male,Paint/Carpentry Leader,1/18/96,NULL,NULL,,Webster,NY,14580,1822,Weekly,1/1/63,,40,25,N,,,182207,,"22 year, 0 month",Active,11000,0,0,0
3045,,,Male,Part Time Dining Services Supervisor,2/24/03,NULL,NULL,,Rochester,NY,14621,1800,Weekly,1/1/66,,20,25,N,,,182111,,"14 year, 11 months",Active,11000,0,0,0
3048,,,Male,AM Cook,8/9/04,NULL,NULL,,Rochester,NY,14609,1815,Weekly,1/1/84,,37.5,23,N,,,182171,,"13 year, 6 months",Active,11000,0,0,0
3052,,,Male,Stationary Engineer,9/25/17,NULL,NULL,,Rochester,NY,14612,1822,Weekly,1/1/92,,1,29,N,I am not a protected veteran,,182217,,"0 year, 4 months",Active,11000,0,0,0
3053,,,Male,C/R Driver,9/6/11,NULL,NULL,,Fairport,NY,14450,6855,Weekly,1/1/42,,4,21,N,,,660837,,"6 year, 5 months",Active,60000,0,0,0
3055,,,Female,RN WTCC1,3/6/17,NULL,NULL,,Rochester,NY,14615,1614,Weekly,1/1/84,,16,30,N,I am not a protected veteran,,161137,,"0 year, 11 months",Active,16110,0,0,0
3056,,,Female,CNA 9th Flr,4/21/80,NULL,NULL,,Rochester,NY,14605,1629,Weekly,1/1/47,,1,22,N,,,161652,,"37 year, 9 months",Active,11000,0,0,0
3057,,,Male,Env Svc Assistant,8/22/11,NULL,1/2/18,Abandoned Job,Rochester,NY,14621,1824,Weekly,1/1/52,,37.5,20,N,,Voluntary,182407,,"6 year, 4 months",Terminated,11000,1,0,0
3065,,,Female,LPN 3rd Flr,9/25/17,NULL,4/30/18,Absentee-Tardiness,Rochester,NY,14611,1623,Weekly,1/1/80,,20,26,N,I am not a protected veteran,,162342,,"0 year, 4 months",Active,11000,1,0,1
3066,,,Male,C/R Fac Supervisor,8/20/12,NULL,NULL,,Marion,NY,14505,6831,Biweekly,1/1/60,,40,27,E,,,682207,80,"5 year, 5 months",Active,60000,0,0,0
3069,,,Male,C/R Sous Chef,4/20/15,NULL,NULL,,Webster,NY,14580,6840,Weekly,1/1/90,,37.5,25,N,I am not a protected veteran,,682171,,"2 year, 9 months",Active,60000,0,0,0
3070,,,Female,CNA 7th Flr,9/10/07,NULL,NULL,,Rochester,NY,14612,1627,Weekly,1/1/80,,37.5,22,N,,,162752,,"10 year, 5 months",Active,11000,0,0,0
3071,,,Female,Sr. Admissions Professional,8/22/11,NULL,NULL,,Rochester,NY,14609,1774,Biweekly,1/1/87,,40,31,E,,,173852,80,"6 year, 5 months",Active,11000,0,0,0
3072,,,Female,CNA WTCC2,9/12/11,NULL,NULL,,Rochester,NY,14617,1615,Weekly,1/1/69,,37.5,22,N,,,161257,,"6 year, 5 months",Active,16120,0,0,0
3079,,,Female,CNA 3rd Flr,3/23/09,NULL,NULL,,Rochester,NY,14621,1623,Weekly,1/1/76,,37.5,22,N,,,162352,,"8 year, 10 months",Active,11000,0,0,0
3083,,,Female,Speech Pathology Coordinator,11/16/98,NULL,NULL,,East Bethany,NY,14054,1735,Biweekly,1/1/73,,40,35,E,,,173502,80,"19 year, 3 months",Active,11000,0,0,0
3089,,,Female,Cert. Occupational Ther. Asst,6/17/13,NULL,NULL,,Rochester,NY,14617,1734,Weekly,1/1/79,,40,27,N,,,173402,,"4 year, 7 months",Active,11000,0,0,0
3104,,,Female,Physical Therapist,9/11/17,NULL,NULL,,Penfield,NY,14526,1733,Biweekly,1/1/93,,40,32,E,I am not a protected veteran,,173302,80,"0 year, 5 months",Active,11000,0,0,0
3110,,,Female,CNA SCU,2/6/12,NULL,NULL,,Rochester,NY,14619,1616,Weekly,1/1/74,,20,22,N,,,160156,,"6 year, 0 month",Active,16010,0,0,0
3113,,,Female,Env Svc Assistant,3/9/15,NULL,NULL,,Rochester,NY,14618,1824,Weekly,1/1/57,,37.5,20,N,I am not a protected veteran,,182407,,"2 year, 11 months",Active,11000,0,0,0
3115,,,Female,SA Receptionist,8/22/16,NULL,NULL,,Rochester,NY,14617,1864,Weekly,1/1/62,,20,21,N,I am not a protected veteran,,183816,,"1 year, 5 months",Active,11000,0,0,0
3116,,,Female,Env Svc Assistant,2/10/14,NULL,1/9/18,Poor judgement,Rochester,NY,14621,1824,Weekly,1/1/62,,37.5,20,N,,Involuntary,182407,,"3 year, 10 months",Terminated,11000,1,0,0
3120,,,Male,CNA SCU,4/16/12,NULL,NULL,,Rochester,NY,14604,1616,Weekly,1/1/89,,20,22,N,,,160156,,"5 year, 10 months",Active,16010,0,0,0
3128,,,Female,RN WTCC1,5/5/14,NULL,3/26/18,Did Not PD Req,Rochester,NY,14621,1614,Weekly,1/1/65,,1,30,N,,,161137,,"3 year, 9 months",Active,16110,1,0,0
3129,,,Male,P&E Mechanic,10/6/14,NULL,NULL,,Rochester,NY,14613,1822,Weekly,1/1/93,,37.5,25,N,I am not a protected veteran,,182207,,"3 year, 4 months",Active,11000,0,0,0
3132,,,Female,Sr. LPN 9th Flr,11/26/12,NULL,NULL,,Rochester,NY,14606,1629,Weekly,1/1/71,,40,28,N,,,161642,,"5 year, 2 months",Active,11000,0,0,0
3134,,,Male,C/O Waitstaff,6/13/16,NULL,NULL,,Rochester,NY,14606,4833,Weekly,1/1/98,,20,20,N,I am not a protected veteran,,482127,,"1 year, 8 months",Active,40000,0,0,0
3139,,,Female,Env Svc Assistant,8/14/06,NULL,NULL,,Rochester,NY,14609,1824,Weekly,1/1/59,,37.5,20,N,,,182407,,"11 year, 6 months",Active,11000,0,0,0
3140,,,Female,Env Svc Assistant,7/25/16,NULL,NULL,,Rochester,NY,14609,1824,Weekly,1/1/75,,37.5,20,N,I am not a protected veteran,,182407,,"1 year, 6 months",Active,11000,0,0,0
3141,,,Female,Laundry Worker,5/1/17,NULL,NULL,,East Rochester,NY,14445,1825,Weekly,1/1/75,,37.5,20,N,I am not a protected veteran,,182507,,"0 year, 9 months",Active,11000,0,0,0
3146,,,Female,CNA SACC,10/8/01,NULL,NULL,,Rochester,NY,14621,2600,Weekly,1/1/65,,37.5,22,N,,,260405,,"16 year, 4 months",Active,20000,0,0,0
3147,,,Female,PM Household Dining Asst,9/11/17,NULL,NULL,,Rochester,NY,14609,1814,Weekly,1/1/99,,20,20,N,I am not a protected veteran,,181173,,"0 year, 5 months",Active,11000,0,0,0
3151,,,Male,Accounts Payable Specialist,5/18/15,NULL,NULL,,Rochester,NY,14617,1862,Weekly,1/1/86,,40,24,N,I am not a protected veteran,,183106,,"2 year, 8 months",Active,11000,0,0,0
3154,,,Female,Sr CNA/Preceptor WTCC1,4/29/91,NULL,NULL,,Rochester,NY,14619,1614,Weekly,1/1/54,,40,23,N,,,161157,,"26 year, 9 months",Active,16110,0,0,0
3164,,,Female,CNA 9th Flr,1/11/88,NULL,NULL,,Rochester,NY,14616,1629,Weekly,1/1/61,,40,22,N,,,161652,,"30 year, 1 month",Active,11000,0,0,0
3168,,,Female,Clinical Dietician Per Diem,2/27/95,6/15/15,NULL,,Rochester,NY,14622,1840,Weekly,1/1/50,,1,28,N,,,182102,,"2 year, 8 months",Active,11000,0,0,0
3169,,,Female,Staff RN LCC,6/4/12,NULL,NULL,,Webster,NY,14580,1604,Weekly,1/1/59,,1,30,N,,,160413,,"5 year, 8 months",Active,16040,0,0,0
3177,,,Male,Env Svc Assistant,2/16/15,NULL,NULL,,Rochester,NY,14609,1824,Weekly,1/1/93,,15,20,N,,,182407,,"3 year, 0 month",Active,11000,0,0,0
3178,,,Female,5th Flr CNA Trainee,9/24/12,NULL,NULL,,Pittsford,NY,14534,1625,Weekly,1/1/62,,37.5,72- Per Diem: CNA Trainee,N,,,162552,,"5 year, 4 months",Active,11000,0,0,0
3179,,,Male,Chef,5/5/08,NULL,NULL,,Wolcott,NY,14590,1800,Biweekly,1/1/62,,40,29,E,,,182171,80,"9 year, 9 months",Active,11000,0,0,0
3184,,,Female,Sr. HIM Associate,4/4/94,NULL,NULL,,Rochester,NY,14622,1724,Weekly,1/1/56,,37.5,25,N,,,273906,,"23 year, 10 months",Active,20000,0,0,0
3187,,,Female,CNA 6th Flr,7/26/05,NULL,NULL,,Rochester,NY,14621,1626,Weekly,1/1/64,,37.5,22,N,,,162652,,"12 year, 6 months",Active,11000,0,0,0
3188,,,Female,HIM Associate,3/27/07,NULL,NULL,,Rochester,NY,14617,1724,Weekly,1/1/62,,37.5,22,N,,,173906,,"10 year, 10 months",Active,11000,0,0,0
3196,,,Female,Lead Nursing Supervisor,10/18/10,NULL,NULL,,East Rochester,NY,14445,1601,Weekly,1/1/55,,40,34,N,,,160103,,"7 year, 3 months",Active,11000,0,0,0
3200,,,Female,C/R Resident Services Manager,8/5/13,NULL,NULL,,Rochester,NY,14618,6880,Weekly,1/1/60,,40,32,N,,,672601,,"4 year, 6 months",Active,60000,0,0,0
3202,,,Female,RN WTCC1,8/28/17,NULL,NULL,,Ontario,NY,14519,1614,Weekly,1/1/65,,1,30,N,I am not a protected veteran,,161137,,"0 year, 5 months",Active,16110,0,0,0
3203,,,Female,TCC Dining Ambassador,11/27/17,NULL,NULL,,Rochester,NY,14609,1800,Weekly,1/1/63,,16,21,N,I am not a protected veteran,,182176,,"0 year, 2 months",Active,11000,0,0,0
3213,,,Male,P&E Mechanic,9/7/93,NULL,NULL,,Rochester,NY,14606,1822,Weekly,1/1/61,,40,25,N,,,182217,,"24 year, 5 months",Active,11000,0,0,0
3215,,,Male,CNA 6th Flr,9/12/11,NULL,NULL,,Rochester,NY,14609,1626,Weekly,1/1/66,,1,22,N,,,162652,,"6 year, 5 months",Active,11000,0,0,0
3218,,,Male,Per Diem Staff Pharmacist,3/14/16,NULL,NULL,,Rochester,NY,14612,1760,Weekly,1/1/48,,1,76- Per Diem: Staff Pharmacist,N,I am not a protected veteran,,172702,,"1 year, 11 months",Active,11000,0,0,0
3219,,,Male,Stationary Engineer,1/9/89,NULL,NULL,,Wolcott,NY,14590,18221,Weekly,1/1/62,,40,29,N,,,182217,,"29 year, 1 month",Active,11000,0,0,0
3221,,,Male,Protective Svc Officer,3/3/92,3/24/03,NULL,,Rochester,NY,14626,1826,Weekly,1/1/39,,1,21,N,,,182607,,"14 year, 10 months",Active,11000,0,0,0
3222,,,Male,C/O Cook,7/9/14,NULL,NULL,,Rochester,NY,14621,4830,Weekly,1/1/64,,40,23,N,,,482171,,"3 year, 7 months",Active,40000,0,0,0
3226,,,Female,Retail Service Associate Bistr,10/20/14,NULL,NULL,,Rochester,NY,14613,1828,Weekly,1/1/67,,23,22,N,I am not a protected veteran,,182375,,"3 year, 3 months",Active,11000,0,0,0
3230,,,Female,CNA SACC,2/20/12,NULL,NULL,,Rochester,NY,14606,2600,Weekly,1/1/90,,1,22,N,,,260405,,"5 year, 11 months",Active,20000,0,0,0
3232,,,Female,C/R Concierge,4/8/13,NULL,NULL,,Rochester,NY,14609,6820,Weekly,1/1/70,,16,22,N,,,683816,,"4 year, 10 months",Active,60000,0,0,0
3236,,,Male,Stationary Engineer,12/8/98,NULL,NULL,,Rochester,NY,14609,18221,Weekly,1/1/47,,1,29,N,,,182217,,"19 year, 2 months",Active,11000,0,0,0
3241,,,Male,Sr. LPN SACC,2/6/12,NULL,NULL,,Sodus,NY,14551,2600,Weekly,1/1/82,,40,28,N,,,260404,,"6 year, 0 month",Active,20000,0,0,0
3243,,,Male,TCC Dining Ambassador,9/11/17,NULL,4/4/18,Another Job,Rochester,NY,14611,1800,Weekly,1/1/95,,20,21,N,I am not a protected veteran,,182176,,"0 year, 5 months",Active,11000,1,0,1
3244,,,Male,C/R Driver,11/6/17,NULL,NULL,,Webster,NY,14580,6855,Weekly,1/1/51,,20,21,N,I am not a protected veteran,,660837,,"0 year, 3 months",Active,60000,0,0,0
3245,,,Male,Driver,1/22/18,NULL,NULL,,Sodus,NY,14551,3660,Weekly,1/1/59,,18,21,N,I am not a protected veteran,,160837,,"0 year, 0 month",Active,16080,0,0,0
3248,,,Male,Dining Service Assistant,1/22/18,NULL,2/2/18,Failed pre-emp test,Rochester,NY,14611,1800,Weekly,1/1/91,,7.5,20,N,I am not a protected veteran,Involuntary,182172,,"0 year, 0 month",Terminated,11000,1,1,1
3251,,,Female,CNA SCU,7/24/17,NULL,NULL,,Rochester,NY,14621,1616,Weekly,1/1/78,,20,22,N,I am not a protected veteran,,160156,,"0 year, 6 months",Active,16010,0,0,0
3256,,,Female,Env Svc Assistant,7/25/16,NULL,NULL,,Rochester,NY,14580,2824,Weekly,1/1/76,,37.5,20,N,I am not a protected veteran,,282407,,"1 year, 6 months",Active,20000,0,0,0
3257,,,Female,Medical Clinic RN,5/14/98,NULL,NULL,,Rochester,NY,14613,1740,Biweekly,1/1/78,,40,30,E,,,174103,80,"19 year, 9 months",Active,11000,0,0,0
3263,,,Female,C/R ALU LPN Supervisor,3/30/17,NULL,NULL,,Rochester,NY,14613,6865,Weekly,1/1/90,,8,28,N,I am not a protected veteran,,660224,,"0 year, 10 months",Active,60000,0,0,0
3265,,,Female,LPN 7th Flr,12/11/17,NULL,2/20/18,Abandoned Job,Rochester,NY,14619,1627,Weekly,1/1/85,,40,26,N,I am not a protected veteran,,162742,,"0 year, 2 months",Active,11000,1,1,1
3267,,,Male,CNA 9th Flr,1/8/18,NULL,4/6/18,Absentee-Tardiness,Rochester,NY,14621,1629,Weekly,1/1/93,,40,22,N,I am not a protected veteran,,161652,,"0 year, 1 month",Active,11000,1,1,1
3269,,,Female,CNA 5th Flr,9/13/04,NULL,NULL,,Rochester,NY,14621,1625,Weekly,1/1/74,,40,22,N,,,162552,,"13 year, 5 months",Active,11000,0,0,0
3270,,,Female,Staff RN SACC,7/18/94,NULL,NULL,,Webster,NY,14580,2600,Weekly,1/1/75,,1,30,N,,,260403,,"23 year, 6 months",Active,20000,0,0,0
3277,,,Female,LPN 9th Flr,9/12/16,9/12/16,NULL,,Rochester,NY,14613,1629,Weekly,1/1/88,,16,26,N,I am not a protected veteran,,161642,,"1 year, 5 months",Active,11000,0,0,0
